Date;Close;CONSEBIT;ANRATING;USD;COPPER;USLVSAAR;TOLLROADJAP;TOLLROADGER;CIVILAVCHINA;AIRCRAFTHOURSUS;ISM;IFO;10yInterestRateUS;10yInterestRateEURO;HEAVYTRUCKSALES
2010-02-24;30.9;2724.0;1.7;0.735;3.236;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-25;30.4;2724.0;1.7;0.739;3.193;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-26;30.7;2724.0;1.7;0.733;3.284;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-02-27;30.7;2724.0;1.7;0.733;3.284;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-02-28;30.7;2724.0;1.7;0.733;3.284;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-01;31.3;2724.0;1.7;0.742;3.350;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-02;31.8;2719.0;1.7;0.737;3.412;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-03;32.0;2768.0;1.7;0.730;3.435;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-04;31.9;2768.0;1.7;0.735;3.376;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-05;33.0;2768.0;1.7;0.735;3.418;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-06;33.0;2768.0;1.7;0.735;3.418;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-07;33.0;2768.0;1.7;0.735;3.418;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-08;33.0;2770.6;1.7;0.732;3.411;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-09;32.8;2763.5;1.7;0.736;3.412;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-10;33.1;2763.5;1.7;0.732;3.368;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-11;33.2;2763.5;1.7;0.731;3.377;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-12;33.5;2763.5;1.7;0.727;3.380;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-13;33.5;2763.5;1.7;0.727;3.380;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-14;33.5;2763.5;1.7;0.727;3.380;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-15;33.3;2763.5;1.7;0.733;3.315;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-16;34.1;2763.5;1.7;0.727;3.365;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-17;34.4;2763.5;1.7;0.728;3.418;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-18;34.6;2763.5;1.7;0.735;3.396;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-19;34.4;2763.5;1.7;0.739;3.373;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-20;34.4;2763.5;1.7;0.739;3.373;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-21;34.4;2763.5;1.7;0.739;3.373;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-22;34.4;2771.0;1.7;0.739;3.381;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-23;34.5;2771.0;1.7;0.739;3.379;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-24;34.5;2771.0;1.7;0.749;3.346;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-25;35.0;2751.9;1.7;0.749;3.381;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-26;35.0;2751.9;1.7;0.746;3.403;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-27;35.0;2751.9;1.7;0.746;3.403;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-28;35.0;2751.9;1.7;0.746;3.403;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-29;35.0;2751.9;1.7;0.742;3.536;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-30;34.6;2755.2;1.7;0.745;3.564;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-31;34.9;2755.2;1.7;0.739;3.554;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-01;35.4;2755.2;1.7;0.739;3.584;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-02;35.4;2755.2;1.7;0.739;3.584;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-03;35.4;2755.2;1.7;0.739;3.584;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-04;35.4;2755.2;1.7;0.739;3.584;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-05;35.4;2755.2;1.7;0.740;3.632;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-06;35.5;2751.1;1.7;0.747;3.617;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-07;35.4;2773.9;1.7;0.749;3.598;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-08;35.2;2773.9;1.7;0.749;3.587;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-09;35.4;2753.1;1.7;0.744;3.590;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-10;35.4;2753.1;1.7;0.744;3.590;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-11;35.4;2753.1;1.7;0.744;3.590;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-12;35.4;2753.1;1.7;0.735;3.565;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-13;36.0;2753.1;1.7;0.737;3.601;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-14;36.7;2771.6;1.7;0.734;3.611;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-15;36.7;2771.6;1.7;0.737;3.601;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-16;36.5;2800.4;1.6;0.740;3.515;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-17;36.5;2800.4;1.6;0.740;3.515;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-18;36.5;2800.4;1.6;0.740;3.515;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-19;36.3;3056.9;1.6;0.743;3.497;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-20;39.0;3203.1;1.6;0.743;3.514;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-21;38.5;3203.1;1.5;0.747;3.535;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-22;37.9;3203.1;1.5;0.752;3.487;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-23;38.9;3203.1;1.5;0.748;3.513;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-24;38.9;3203.1;1.5;0.748;3.513;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-25;38.9;3203.1;1.5;0.748;3.513;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-26;39.5;3203.1;1.5;0.751;3.528;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-27;37.9;3681.5;1.5;0.751;3.364;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-28;37.8;3808.4;1.6;0.757;3.369;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-29;38.8;3978.2;1.6;0.755;3.334;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-30;38.8;3978.2;1.5;0.752;3.354;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-01;38.8;3978.2;1.5;0.752;3.354;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-02;38.8;3978.2;1.5;0.752;3.354;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-03;38.6;3978.2;1.5;0.759;3.294;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-04;37.4;3978.2;1.6;0.767;3.179;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-05;37.0;3978.2;1.5;0.777;3.152;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-06;36.9;3978.2;1.5;0.787;3.117;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-07;35.9;4017.6;1.6;0.790;3.145;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-08;35.9;4017.6;1.6;0.790;3.145;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-09;35.9;4017.6;1.6;0.790;3.145;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-10;38.0;4017.6;1.6;0.779;3.228;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-11;38.7;4017.6;1.6;0.788;3.207;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-12;39.8;4017.6;1.6;0.789;3.188;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-13;41.4;4017.6;1.6;0.796;3.232;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-14;40.6;4071.4;1.6;0.805;3.134;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-15;40.6;4071.4;1.6;0.805;3.134;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-16;40.6;4071.4;1.6;0.805;3.134;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-17;41.1;4138.0;1.6;0.811;2.932;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-18;41.9;4138.0;1.6;0.808;3.031;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-19;40.2;4189.6;1.6;0.811;2.960;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-20;38.4;4189.6;1.6;0.811;2.945;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-21;38.8;4189.6;1.6;0.796;3.061;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-22;38.8;4189.6;1.6;0.796;3.061;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-23;38.8;4189.6;1.6;0.796;3.061;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-24;38.5;4191.4;1.6;0.808;3.148;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-25;37.2;4191.4;1.6;0.817;3.042;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-26;38.2;4191.4;1.6;0.818;3.081;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-27;39.9;4191.4;1.6;0.815;3.159;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-28;40.3;4320.0;1.6;0.811;3.105;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-29;40.3;4320.0;1.6;0.811;3.105;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-30;40.3;4320.0;1.6;0.811;3.105;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-31;41.0;4378.7;1.5;0.815;3.105;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-01;41.0;4401.3;1.5;0.814;3.063;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-02;40.8;4401.3;1.5;0.820;3.041;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-03;41.3;4401.3;1.5;0.819;2.947;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-04;40.4;4416.1;1.5;0.831;2.820;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-05;40.4;4416.1;1.5;0.831;2.820;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-06;40.4;4416.1;1.5;0.831;2.820;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-07;40.1;4422.6;1.5;0.838;2.766;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-08;40.2;4410.7;1.5;0.837;2.780;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-09;41.9;4410.7;1.5;0.829;2.850;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-10;43.3;4410.7;1.5;0.826;2.863;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-11;42.7;4412.4;1.5;0.827;2.904;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-12;42.7;4412.4;1.5;0.827;2.904;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-13;42.7;4412.4;1.5;0.827;2.904;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-14;42.5;4412.4;1.5;0.815;2.992;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-15;42.3;4419.0;1.5;0.812;3.005;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-16;41.1;4455.2;1.5;0.812;2.996;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-17;42.3;4455.2;1.5;0.809;2.906;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-18;43.1;4455.2;1.5;0.808;2.884;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-19;43.1;4455.2;1.5;0.808;2.884;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-20;43.1;4455.2;1.5;0.808;2.884;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-21;44.5;4458.0;1.5;0.808;2.942;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-22;44.5;4474.7;1.5;0.814;2.992;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-23;44.0;4493.2;1.5;0.817;2.936;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-24;43.4;4532.8;1.5;0.812;3.006;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-25;42.0;4577.1;1.5;0.814;3.096;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-26;42.0;4577.1;1.5;0.814;3.096;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-27;42.0;4577.1;1.5;0.814;3.096;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-28;43.2;4542.3;1.5;0.811;3.072;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-29;41.3;4579.9;1.5;0.821;2.931;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-30;41.9;4629.8;1.5;0.816;2.951;11.59760475;102.7;2261860;21.849;1452547;56.4;100.14324;5.281477278;4.581033364;82.2
2010-07-01;40.4;4658.1;1.5;0.803;2.877;11.59760475;102.7;2261860;21.849;1452547;56.4;100.14324;5.281477278;4.581033364;82.2
2010-07-02;40.3;4689.7;1.5;0.794;2.916;11.59760475;102.7;2261860;21.849;1452547;56.4;100.14324;5.281477278;4.581033364;82.2
2010-07-03;40.3;4689.7;1.5;0.794;2.916;11.59760475;102.7;2261860;21.849;1452547;56.4;100.14324;5.281477278;4.581033364;82.2
2010-07-04;40.3;4689.7;1.5;0.794;2.916;11.59760475;102.7;2261860;21.849;1452547;56.4;100.14324;5.281477278;4.581033364;82.2
2010-07-05;40.0;4697.0;1.5;0.798;2.916;11.59760475;102.7;2261860;21.849;1452547;56.4;100.14324;5.281477278;4.581033364;82.2
